car_reg,purchase_date,year,month,county,make,model,type,colour,tax_band,price
201-C-1379,2020-01-27,2020,1,CORK,TOYOTA,CAMERY,SALOON,WHITE,B,40070.0
201-G-211,2020-11-01,2020,1,GALWAY,OPEL,ASTRA,ESTATE,WHITE,B,25635.0
201-G-1391,2020-01-18,2020,1,GALWAY,MAZDA,CX-30,SUV,BLUE,B,33628.0
201-D-2522,2020-12-02,2020,2,DUBLIN,OPEL,ASTRA,ESTATE,WHITE,B,27508.0
202-D-1080,2019-07-24,2019,7,DUBLIN,FORD,MONDEO,SALOON,WHITE,B,36271.0
202-G-4402,2020-12-08,2020,8,GALWAY,MERCEDES,C-CLASS,ESTATE,WHITE,B,66702.0
202-C-4344,2020-07-18,2020,7,CORK,FORD,KUGA,SUV,BLUE,B,49397.0
191-W-4650,2019-05-03,2019,3,WATERFORD,OPEL,CROSSLAND X,SUV,WHITE,A,27651.0
202-G-1980,2020-07-07,2020,7,GALWAY,MAZDA,CX-30,SUV,RED,B,29105.0
201-D-4843,2020-01-25,2020,1,DUBLIN,OPEL,ASTRA,HATCHBACK,SILVER,A,30341.0
191-W-2341,2019-01-21,2019,1,GALWAY,OPEL,ASTRA,ESTATE,SILVER,B,28544.0
191-W-1750,2019-02-02,2019,2,GALWAY,MERCEDES,A-CLASS,SALOON,RED,B,63494.0
201-L-928,2020-02-26,2020,2,GALWAY,OPEL,INSIGNIA,HATCHBACK,RED,B,35314.0
181-D-2129,2018-01-02,2018,2,DUBLIN,MAZDA,CX-5,SUV,BLUE,B,31555.0
202-D-4581,2018-07-13,2018,7,DUBLIN,OPEL,INSIGNIA,HATCHBACK,WHITE,B,32622.0
191-D-814,2019-01-15,2019,1,GALWAY,FORD,MUSTANG,COUPE,RED,C,53541.0
191-D-3021,2019-02-21,2019,2,DUBLIN,MERCEDES,C-CLASS,ESTATE,WHITE,B,118298.0
201-D-744,2018-01-24,2018,1,DUBLIN,TOYOTA,COROLLA,SALOON,BLUE,B,28571.0
181-G-4898,2018-05-21,2018,5,GALWAY,AUDI,A6,ESTATE,RED,C,64553.0
191-D-707,2019-09-01,2019,1,DUBLIN,AUDI,A4,SALOON,WHITE,B,44904.0
201-C-2029,2020-01-15,2020,1,GALWAY,BMW,7 SERIES,SALOON,WHITE,D,231938.0
182-C-1447,2018-07-19,2018,7,GALWAY,OPEL,CROSSLAND X,SUV,RED,A,26356.0
181-C-985,2018-11-01,2018,1,GALWAY,AUDI,A4,SALOON,RED,B,43420.0
202-C-4212,2020-07-20,2020,7,GALWAY,BMW,3 SERIES,SALOON,BLUE,B,46421.0
181-D-493,2018-04-02,2018,2,DUBLIN,MAZDA,MAZDA6,ESTATE,SILVER,B,36422.0
181-D-2192,2018-01-05,2018,5,DUBLIN,MERCEDES,A-CLASS,SALOON,WHITE,B,33946.0
191-W-344,2019-01-21,2019,1,GALWAY,FORD,MONDEO,SALOON,RED,B,38735.0
181-L-3048,2018-02-20,2018,2,LIMERICK,OPEL,CORSA,HATCHBACK,WHITE,A,17210.0
201-G-224,2020-01-24,2020,1,GALWAY,FORD,FOCUS,ESTATE,WHITE,A,38620.0
191-C-302,2019-08-01,2019,1,CORK,MAZDA,MAZDA3,HATCHBACK,BLUE,B,31338.0
181-D-3576,2018-02-22,2018,2,DUBLIN,MAZDA,MAZDA3,SALOON,SILVER,B,35985.0
201-C-1877,2020-01-15,2020,1,CORK,OPEL,GRANDLAND X,SUV,WHITE,B,34234.0
191-L-4289,2019-01-02,2019,2,LIMERICK,OPEL,CORSA,HATCHBACK,SILVER,A,19915.0
191-D-2391,2019-01-17,2019,1,DUBLIN,OPEL,ASTRA,ESTATE,BLUE,B,25288.0
201-L-3956,2020-12-02,2020,2,GALWAY,TOYOTA,COROLLA,SALOON,WHITE,B,28610.0
201-D-1209,2020-07-03,2020,3,DUBLIN,TOYOTA,COROLLA,HATCHBACK,WHITE,B,28326.0
192-D-2342,2019-08-19,2019,8,GALWAY,TOYOTA,COROLLA,HATCHBACK,RED,B,31076.0
201-L-474,2020-01-27,2020,1,LIMERICK,OPEL,CROSSLAND X,SUV,WHITE,A,27249.0
202-D-1424,2020-07-07,2020,7,GALWAY,MAZDA,MAZDA6,SALOON,RED,B,38548.0
201-W-2227,2020-06-01,2020,1,GALWAY,AUDI,Q3,SUV,RED,B,42652.0
192-D-4448,2019-11-16,2019,11,GALWAY,MERCEDES,A-CLASS,HATCHBACK,BLUE,B,39436.0
192-C-663,2019-08-07,2019,7,CORK,MERCEDES,A-CLASS,SALOON,WHITE,B,37916.0
192-W-4717,2019-03-07,2019,7,WATERFORD,BMW,3 SERIES,ESTATE,WHITE,B,72561.0
181-D-4244,2018-04-19,2018,4,DUBLIN,AUDI,A4,SALOON,RED,B,50457.0
181-C-4970,2018-04-27,2018,4,CORK,AUDI,A4,SALOON,RED,B,52749.0
181-C-3604,2018-02-23,2018,2,GALWAY,FORD,FOCUS,HATCHBACK,RED,A,40195.0
201-D-1045,2020-04-02,2020,2,DUBLIN,MAZDA,MAZDA6,SALOON,WHITE,B,37999.0
201-D-1147,2020-07-02,2020,2,DUBLIN,MAZDA,MAZDA3,SALOON,RED,B,36140.0
202-W-4342,2020-07-18,2020,7,GALWAY,MERCEDES,C-CLASS,SALOON,RED,B,113590.0
201-D-3658,2020-02-22,2020,2,DUBLIN,MAZDA,CX-30,SUV,BLUE,B,32035.0
201-D-2892,2020-03-03,2020,3,GALWAY,MERCEDES,GLC-CLASS,SUV,RED,C,128592.0
181-G-2772,2018-03-21,2018,3,GALWAY,TOYOTA,PRIUS,HATCHBACK,RED,B,35440.0
201-D-4936,2020-01-01,2020,1,DUBLIN,BMW,2 SERIES,COUPE,RED,B,89267.0
202-C-4236,2020-07-19,2020,7,GALWAY,MERCEDES,GLC-CLASS,SUV,RED,C,109369.0
202-D-1075,2020-10-19,2020,10,DUBLIN,TOYOTA,RAV4,SUV,RED,B,47381.0
181-D-2301,2018-01-17,2018,1,DUBLIN,TOYOTA,CAMERY,SALOON,BLUE,B,41271.0
192-C-3465,2019-07-13,2019,7,GALWAY,TOYOTA,CAMERY,SALOON,ORANGE,B,41957.0
201-C-3969,2019-12-03,2019,3,CORK,MAZDA,MAZDA3,SALOON,WHITE,B,30622.0
191-W-3966,2019-05-13,2019,5,GALWAY,MAZDA,MAZDA6,ESTATE,SILVER,B,41201.0
182-D-2734,2018-05-07,2018,7,DUBLIN,MERCEDES,C-CLASS,ESTATE,WHITE,B,43886.0
181-C-844,2018-04-04,2018,4,CORK,FORD,MONDEO,HATCHBACK,WHITE,B,31432.0
192-W-2937,2019-07-21,2019,7,GALWAY,FORD,FOCUS,ESTATE,RED,A,29403.0
191-W-3463,2019-03-25,2019,3,WATERFORD,FORD,FOCUS,HATCHBACK,WHITE,A,40323.0
202-D-810,2018-07-20,2018,7,DUBLIN,OPEL,ASTRA,HATCHBACK,RED,A,32991.0
181-D-2719,2018-05-01,2018,1,DUBLIN,OPEL,GRANDLAND X,SUV,ORANGE,B,50411.0
182-C-586,2018-08-14,2018,8,GALWAY,MAZDA,MAZDA3,HATCHBACK,RED,B,30271.0
191-W-3886,2019-03-23,2019,3,GALWAY,MAZDA,MAZDA3,HATCHBACK,ORANGE,B,34231.0
202-W-3713,2018-10-07,2018,7,WATERFORD,OPEL,INSIGNIA,HATCHBACK,WHITE,B,38007.0
201-D-2021,2020-09-01,2020,1,GALWAY,MERCEDES,C-CLASS,ESTATE,BLUE,B,53027.0
201-G-654,2020-03-18,2020,3,GALWAY,OPEL,INSIGNIA,HATCHBACK,RED,B,37698.0
201-C-1116,2020-01-27,2020,1,CORK,OPEL,INSIGNIA,HATCHBACK,WHITE,B,28430.0
201-G-3100,2020-04-02,2020,2,GALWAY,FORD,MONDEO,SALOON,SILVER,B,37668.0
181-D-4771,2018-01-24,2018,1,DUBLIN,MERCEDES,A-CLASS,HATCHBACK,RED,B,62826.0
202-D-1416,2020-08-19,2020,8,DUBLIN,FORD,MONDEO,HATCHBACK,WHITE,B,38245.0
201-L-2640,2020-05-02,2020,2,GALWAY,TOYOTA,YARIS,HATCHBACK,WHITE,A,19908.0
201-L-4405,2020-02-01,2020,1,LIMERICK,TOYOTA,COROLLA,SALOON,SILVER,B,31876.0
181-D-1254,2018-03-05,2018,5,DUBLIN,OPEL,ASTRA,ESTATE,WHITE,B,26122.0
181-D-4625,2018-03-22,2018,3,GALWAY,AUDI,A4,SALOON,BLUE,B,43854.0
192-G-3360,2019-01-07,2019,7,GALWAY,MAZDA,CX-30,SUV,RED,B,42408.0
191-L-2910,2019-01-23,2019,1,GALWAY,BMW,2 SERIES,COUPE,RED,B,44439.0
181-D-1646,2018-02-01,2018,1,GALWAY,MAZDA,CX-30,SUV,WHITE,B,33160.0
191-D-4912,2019-01-19,2019,1,GALWAY,TOYOTA,RAV4,SUV,SILVER,B,44932.0
192-D-4109,2019-08-20,2019,8,DUBLIN,TOYOTA,COROLLA,SALOON,BLUE,B,31639.0
182-D-4412,2018-07-17,2018,7,GALWAY,AUDI,A4,SALOON,WHITE,B,51550.0
182-C-1236,2018-01-10,2018,10,CORK,TOYOTA,COROLLA,HATCHBACK,WHITE,B,32685.0
201-D-3487,2020-07-01,2020,1,DUBLIN,AUDI,A4,ESTATE,BLUE,B,50297.0
201-C-86,2020-01-01,2020,1,CORK,TOYOTA,COROLLA,SALOON,BLUE,B,29349.0
202-C-2377,2019-06-07,2019,7,CORK,MERCEDES,C-CLASS,ESTATE,SILVER,B,122691.0
192-C-4885,2019-07-15,2019,7,CORK,MAZDA,MAZDA3,SALOON,SILVER,B,33325.0
202-D-111,2020-07-25,2020,7,DUBLIN,TOYOTA,PRIUS,HATCHBACK,BLUE,B,35560.0
201-C-1420,2020-04-01,2020,1,GALWAY,AUDI,A4,ESTATE,RED,B,50476.0
201-L-1157,2020-04-04,2020,4,LIMERICK,TOYOTA,COROLLA,HATCHBACK,WHITE,B,29953.0
192-G-2859,2019-09-24,2019,9,GALWAY,OPEL,INSIGNIA,HATCHBACK,RED,B,31490.0
191-C-3480,2019-03-05,2019,5,CORK,FORD,FIESTA,HATCHBACK,BLUE,A,19040.0
201-D-2812,2020-04-14,2020,4,DUBLIN,MERCEDES,C-CLASS,ESTATE,BLUE,B,94795.0
201-D-625,2020-02-21,2020,2,DUBLIN,TOYOTA,YARIS,HATCHBACK,SILVER,A,19933.0
191-C-114,2019-02-01,2019,1,GALWAY,BMW,2 SERIES,COUPE,BLUE,B,102740.0
201-W-3264,2019-05-22,2019,5,WATERFORD,FORD,FIESTA,HATCHBACK,BLUE,A,22911.0
191-D-4150,2019-01-17,2019,1,DUBLIN,FORD,FOCUS,ESTATE,RED,A,35995.0
201-W-4705,2020-04-01,2020,1,GALWAY,MAZDA,MAZDA3,HATCHBACK,RED,B,36602.0
201-G-3981,2018-01-13,2018,1,GALWAY,TOYOTA,PRIUS,HATCHBACK,SILVER,B,35723.0
201-L-4817,2019-02-24,2019,2,LIMERICK,OPEL,CROSSLAND X,SUV,ORANGE,A,24940.0
192-C-441,2019-07-19,2019,7,CORK,TOYOTA,RAV4,SUV,WHITE,B,37530.0
202-D-3545,2018-07-15,2018,7,DUBLIN,MAZDA,MAZDA3,HATCHBACK,ORANGE,B,31323.0
191-C-15,2019-03-20,2019,3,CORK,FORD,FOCUS,ESTATE,SILVER,A,30530.0
201-C-3811,2019-04-13,2019,4,CORK,MERCEDES,A-CLASS,SALOON,BLUE,B,60233.0
201-D-1991,2020-01-18,2020,1,DUBLIN,OPEL,CROSSLAND X,SUV,SILVER,A,22819.0
191-D-4761,2019-04-26,2019,4,GALWAY,MERCEDES,GLC-CLASS,SUV,RED,C,93957.0
181-L-3575,2018-06-03,2018,3,GALWAY,OPEL,ASTRA,HATCHBACK,WHITE,A,26795.0
191-W-282,2019-03-23,2019,3,WATERFORD,BMW,3 SERIES,SALOON,RED,B,69444.0
201-W-2266,2020-02-20,2020,2,WATERFORD,FORD,MUSTANG,COUPE,WHITE,C,68176.0
202-C-3441,2020-11-24,2020,11,GALWAY,AUDI,A4,ESTATE,WHITE,B,46429.0
191-C-2392,2019-01-27,2019,1,GALWAY,OPEL,ASTRA,ESTATE,RED,B,27597.0
191-D-3697,2019-11-03,2019,3,GALWAY,MAZDA,MAZDA6,ESTATE,SILVER,B,36013.0
181-D-2200,2018-03-24,2018,3,DUBLIN,OPEL,INSIGNIA,HATCHBACK,WHITE,B,34976.0
192-C-1159,2019-10-07,2019,7,CORK,BMW,X3,SUV,RED,C,107545.0
201-G-2173,2020-04-03,2020,3,GALWAY,FORD,MUSTANG,COUPE,RED,C,55395.0
191-G-2336,2019-11-01,2019,1,GALWAY,AUDI,A6,ESTATE,WHITE,C,92661.0
201-L-2435,2020-01-27,2020,1,GALWAY,MAZDA,MAZDA3,HATCHBACK,ORANGE,B,30748.0
191-D-927,2019-01-27,2019,1,GALWAY,MERCEDES,C-CLASS,ESTATE,WHITE,B,58283.0
202-D-714,2020-07-26,2020,7,DUBLIN,MAZDA,MAZDA6,ESTATE,BLUE,B,35917.0
201-C-1200,2019-03-23,2019,3,CORK,TOYOTA,PRIUS,HATCHBACK,BLUE,B,34309.0
201-G-2449,2018-11-02,2018,2,GALWAY,TOYOTA,YARIS,HATCHBACK,WHITE,A,18948.0
192-L-4098,2019-10-25,2019,10,LIMERICK,MAZDA,CX-30,SUV,RED,B,30932.0
181-D-2544,2018-01-24,2018,1,GALWAY,AUDI,A6,SALOON,RED,C,55816.0
201-G-2643,2020-03-15,2020,3,GALWAY,AUDI,A4,SALOON,WHITE,B,53724.0
201-D-3462,2020-01-20,2020,1,DUBLIN,OPEL,CORSA,HATCHBACK,RED,A,24917.0
201-D-4919,2020-03-27,2020,3,GALWAY,BMW,X3,SUV,RED,C,95782.0
182-C-1162,2018-06-07,2018,7,CORK,BMW,3 SERIES,HATCHBACK,WHITE,C,57795.0
201-D-3808,2020-03-01,2020,1,DUBLIN,BMW,X3,SUV,RED,C,69147.0
201-D-3092,2020-04-01,2020,1,DUBLIN,TOYOTA,CAMERY,SALOON,WHITE,B,40059.0
192-D-2138,2019-07-19,2019,7,DUBLIN,OPEL,GRANDLAND X,SUV,BLUE,B,40850.0
191-L-504,2019-03-21,2019,3,GALWAY,TOYOTA,PRIUS,HATCHBACK,BLUE,B,35091.0
191-D-1253,2019-01-24,2019,1,GALWAY,FORD,FIESTA,HATCHBACK,RED,A,25937.0
201-D-607,2020-10-02,2020,2,DUBLIN,AUDI,A4,SALOON,BLUE,B,56006.0
201-L-1186,2020-01-25,2020,1,LIMERICK,BMW,3 SERIES,HATCHBACK,WHITE,C,55957.0
201-G-3032,2020-07-03,2020,3,GALWAY,FORD,MONDEO,SALOON,SILVER,B,37782.0
202-G-931,2020-07-20,2020,7,GALWAY,MAZDA,CX-5,SUV,SILVER,B,30123.0
201-W-3763,2018-08-01,2018,1,WATERFORD,FORD,FIESTA,HATCHBACK,SILVER,A,20660.0
201-C-95,2018-09-05,2018,5,CORK,MERCEDES,GLC-CLASS,SUV,WHITE,C,102989.0
201-C-3346,2020-06-04,2020,4,CORK,AUDI,A4,SALOON,BLUE,B,50861.0
192-D-4595,2019-07-27,2019,7,DUBLIN,BMW,3 SERIES,HATCHBACK,WHITE,C,50164.0
201-L-2062,2019-01-27,2019,1,LIMERICK,TOYOTA,PRIUS,HATCHBACK,WHITE,B,34409.0
192-D-3750,2019-08-20,2019,8,GALWAY,TOYOTA,RAV4,SUV,ORANGE,B,43432.0
201-W-2194,2020-03-26,2020,3,WATERFORD,OPEL,ASTRA,HATCHBACK,SILVER,A,24517.0
181-D-155,2018-04-19,2018,4,GALWAY,OPEL,ASTRA,HATCHBACK,BLUE,A,26618.0
192-D-3850,2019-07-22,2019,7,DUBLIN,MERCEDES,C-CLASS,ESTATE,WHITE,B,76756.0
201-D-1315,2019-05-26,2019,5,DUBLIN,TOYOTA,RAV4,SUV,WHITE,B,36653.0
181-D-336,2018-11-02,2018,2,DUBLIN,BMW,3 SERIES,ESTATE,WHITE,B,58702.0
202-D-4551,2020-05-07,2020,7,DUBLIN,BMW,3 SERIES,SALOON,WHITE,B,68712.0
201-D-2996,2020-07-04,2020,4,DUBLIN,TOYOTA,RAV4,SUV,WHITE,B,41190.0
182-C-2419,2018-07-25,2018,7,GALWAY,FORD,MUSTANG,COUPE,RED,C,50704.0
201-D-1676,2018-05-03,2018,3,DUBLIN,FORD,MUSTANG,COUPE,WHITE,C,62430.0
182-L-4202,2018-07-16,2018,7,GALWAY,MAZDA,CX-30,SUV,RED,B,41458.0
182-D-182,2018-05-07,2018,7,GALWAY,OPEL,CORSA,HATCHBACK,WHITE,A,17017.0
192-W-3672,2019-05-07,2019,7,WATERFORD,TOYOTA,RAV4,SUV,RED,B,37445.0
201-C-2486,2019-06-01,2019,1,CORK,MERCEDES,C-CLASS,SALOON,WHITE,B,49996.0
201-W-2474,2020-03-18,2020,3,WATERFORD,AUDI,Q3,SUV,BLUE,B,44976.0
191-C-4693,2019-02-03,2019,3,CORK,BMW,3 SERIES,SALOON,WHITE,B,67492.0
201-C-2034,2020-03-24,2020,3,CORK,MERCEDES,A-CLASS,SALOON,SILVER,B,53969.0
192-L-1116,2019-12-10,2019,10,GALWAY,MAZDA,CX-30,SUV,RED,B,35220.0
201-D-436,2019-07-01,2019,1,DUBLIN,TOYOTA,COROLLA,SALOON,SILVER,B,28750.0
182-D-1302,2018-07-19,2018,7,DUBLIN,MAZDA,MAZDA3,HATCHBACK,WHITE,B,30241.0
191-L-3154,2019-01-01,2019,1,LIMERICK,TOYOTA,COROLLA,HATCHBACK,RED,B,27994.0
192-C-509,2019-06-07,2019,7,GALWAY,AUDI,A4,SALOON,RED,B,43131.0
202-D-4891,2020-12-07,2020,7,DUBLIN,MAZDA,MAZDA6,ESTATE,RED,B,42181.0
181-D-3852,2018-08-01,2018,1,DUBLIN,TOYOTA,PRIUS,HATCHBACK,WHITE,B,35220.0
191-C-1948,2019-06-01,2019,1,CORK,OPEL,ASTRA,HATCHBACK,RED,A,31096.0
202-D-4536,2018-01-07,2018,7,DUBLIN,MAZDA,MAZDA6,SALOON,BLUE,B,37565.0
201-L-4465,2019-06-27,2019,6,LIMERICK,OPEL,CORSA,HATCHBACK,BLUE,A,23320.0
201-C-4282,2020-02-21,2020,2,CORK,BMW,X3,SUV,WHITE,C,118672.0
181-C-4812,2018-05-05,2018,5,CORK,BMW,3 SERIES,ESTATE,BLUE,B,62231.0
191-C-2577,2019-05-01,2019,1,CORK,FORD,MONDEO,SALOON,WHITE,B,34033.0
201-C-3023,2020-06-03,2020,3,CORK,MAZDA,MAZDA3,HATCHBACK,SILVER,B,35134.0
191-L-4812,2019-01-21,2019,1,LIMERICK,MAZDA,MAZDA6,SALOON,RED,B,33184.0
201-C-2658,2020-09-01,2020,1,CORK,OPEL,INSIGNIA,HATCHBACK,BLUE,B,34627.0
201-C-4975,2020-09-01,2020,1,CORK,AUDI,A4,SALOON,WHITE,B,45980.0
202-L-1415,2020-08-07,2020,7,GALWAY,AUDI,A4,ESTATE,RED,B,51000.0
201-C-2278,2020-01-19,2020,1,GALWAY,TOYOTA,COROLLA,SALOON,RED,B,31486.0
181-C-206,2018-06-02,2018,2,GALWAY,OPEL,GRANDLAND X,SUV,WHITE,B,49980.0
202-D-3274,2020-12-07,2020,7,DUBLIN,AUDI,A4,SALOON,RED,B,48837.0
181-D-2417,2018-09-01,2018,1,DUBLIN,OPEL,CROSSLAND X,SUV,WHITE,A,23477.0
191-D-2693,2019-03-16,2019,3,DUBLIN,AUDI,A4,SALOON,WHITE,B,49570.0
201-C-96,2020-02-27,2020,2,CORK,FORD,FIESTA,HATCHBACK,WHITE,A,23056.0
191-D-2517,2019-04-20,2019,4,DUBLIN,TOYOTA,COROLLA,SALOON,WHITE,B,29307.0
182-D-2730,2018-11-07,2018,7,DUBLIN,TOYOTA,CAMERY,SALOON,BLUE,B,41191.0
191-D-1330,2019-01-19,2019,1,DUBLIN,BMW,7 SERIES,SALOON,ORANGE,D,111217.0
181-W-4461,2018-05-27,2018,5,WATERFORD,MERCEDES,C-CLASS,SALOON,RED,B,114855.0
201-L-4434,2020-03-24,2020,3,LIMERICK,OPEL,INSIGNIA,HATCHBACK,RED,B,28837.0
191-D-2594,2019-02-01,2019,1,DUBLIN,FORD,KUGA,SUV,SILVER,B,34582.0
201-G-2874,2020-05-02,2020,2,GALWAY,MAZDA,CX-30,SUV,RED,B,33003.0
182-G-1001,2018-05-07,2018,7,GALWAY,OPEL,GRANDLAND X,SUV,WHITE,B,51707.0
201-C-4670,2019-03-20,2019,3,CORK,MERCEDES,GLC-CLASS,SUV,SILVER,C,93719.0
192-D-3434,2019-07-27,2019,7,GALWAY,OPEL,CORSA,HATCHBACK,BLUE,A,21461.0
192-D-653,2019-02-07,2019,7,GALWAY,AUDI,A4,SALOON,RED,B,50166.0
202-C-4807,2020-02-07,2020,7,CORK,AUDI,A4,SALOON,WHITE,B,53948.0
181-D-2453,2018-02-20,2018,2,DUBLIN,BMW,3 SERIES,HATCHBACK,BLUE,C,55283.0
192-D-4126,2019-03-07,2019,7,DUBLIN,MAZDA,MAZDA6,ESTATE,WHITE,B,40832.0
201-L-573,2020-01-13,2020,1,GALWAY,MERCEDES,C-CLASS,ESTATE,SILVER,B,115807.0
201-D-951,2020-11-05,2020,5,DUBLIN,MERCEDES,GLC-CLASS,SUV,WHITE,C,94306.0
181-C-1615,2018-03-16,2018,3,GALWAY,MERCEDES,GLC-CLASS,SUV,BLUE,C,98683.0
202-L-4436,2018-10-07,2018,7,LIMERICK,OPEL,CORSA,HATCHBACK,WHITE,A,22258.0
201-D-4461,2020-07-03,2020,3,DUBLIN,TOYOTA,YARIS,HATCHBACK,WHITE,A,15412.0
181-D-3753,2018-03-16,2018,3,DUBLIN,OPEL,ASTRA,HATCHBACK,RED,A,32128.0
201-D-619,2020-01-20,2020,1,DUBLIN,MAZDA,MAZDA6,SALOON,RED,B,35604.0
181-D-1032,2018-05-01,2018,1,DUBLIN,MAZDA,CX-30,SUV,RED,B,29277.0
202-D-465,2020-01-07,2020,7,DUBLIN,AUDI,Q7,SUV,BLUE,D,95138.0
182-G-3424,2018-08-24,2018,8,GALWAY,OPEL,CORSA,HATCHBACK,RED,A,24268.0
192-L-1813,2019-09-18,2019,9,GALWAY,BMW,3 SERIES,ESTATE,WHITE,B,70019.0
181-C-2625,2018-03-16,2018,3,GALWAY,MAZDA,MAZDA3,HATCHBACK,RED,B,32809.0
181-D-2059,2018-03-20,2018,3,DUBLIN,BMW,5 SERIES,ESTATE,RED,C,70184.0
182-D-2617,2018-12-08,2018,8,GALWAY,OPEL,ASTRA,HATCHBACK,RED,A,26862.0
201-L-1308,2019-01-02,2019,2,LIMERICK,MAZDA,CX-5,SUV,RED,B,39367.0
201-D-2820,2020-05-01,2020,1,GALWAY,AUDI,Q3,SUV,WHITE,B,51842.0
201-G-1378,2018-02-03,2018,3,GALWAY,FORD,FIESTA,HATCHBACK,SILVER,A,29163.0
181-D-2474,2018-01-27,2018,1,GALWAY,FORD,FOCUS,HATCHBACK,SILVER,A,42047.0
181-D-1652,2018-03-19,2018,3,DUBLIN,FORD,FIESTA,HATCHBACK,BLUE,A,29610.0
192-D-1678,2019-10-25,2019,10,DUBLIN,AUDI,A6,ESTATE,RED,C,64497.0
191-G-1359,2019-05-27,2019,5,GALWAY,MERCEDES,AMG-GT,HATCHBACK,SILVER,D,201149.0
201-D-2733,2020-02-02,2020,2,DUBLIN,TOYOTA,RAV4,SUV,RED,B,36988.0
181-W-128,2018-02-27,2018,2,GALWAY,FORD,FIESTA,HATCHBACK,RED,A,20043.0
201-L-53,2018-07-02,2018,2,LIMERICK,OPEL,CORSA,HATCHBACK,SILVER,A,24591.0
201-L-3898,2020-03-27,2020,3,LIMERICK,FORD,MONDEO,SALOON,RED,B,36180.0
201-D-2698,2020-11-05,2020,5,DUBLIN,FORD,KUGA,SUV,RED,B,37861.0
181-W-290,2018-01-22,2018,1,GALWAY,BMW,3 SERIES,ESTATE,RED,B,61951.0
201-G-4660,2020-07-03,2020,3,GALWAY,FORD,KUGA,SUV,RED,B,36149.0
181-G-4717,2018-01-13,2018,1,GALWAY,OPEL,GRANDLAND X,SUV,RED,B,31582.0
201-C-146,2020-04-01,2020,1,GALWAY,OPEL,INSIGNIA,HATCHBACK,WHITE,B,32180.0
202-G-3315,2020-04-07,2020,7,GALWAY,TOYOTA,PRIUS,HATCHBACK,BLUE,B,36426.0
181-C-4226,2018-12-02,2018,2,CORK,MAZDA,MAZDA6,SALOON,WHITE,B,45503.0
191-C-2302,2019-08-03,2019,3,CORK,AUDI,A4,SALOON,RED,B,52320.0
201-D-1546,2020-03-13,2020,3,DUBLIN,OPEL,CROSSLAND X,SUV,WHITE,A,22814.0
191-C-240,2019-05-03,2019,3,GALWAY,OPEL,GRANDLAND X,SUV,RED,B,37083.0
182-D-1031,2018-07-25,2018,7,DUBLIN,FORD,MUSTANG,COUPE,WHITE,C,65367.0
191-D-1752,2019-09-03,2019,3,DUBLIN,TOYOTA,CAMERY,SALOON,BLUE,B,42641.0
201-C-153,2020-10-03,2020,3,CORK,OPEL,INSIGNIA,HATCHBACK,WHITE,B,29741.0
191-D-3961,2019-08-04,2019,4,DUBLIN,FORD,FOCUS,ESTATE,WHITE,A,41402.0
191-D-228,2019-09-01,2019,1,DUBLIN,MERCEDES,GLC-CLASS,SUV,SILVER,C,132184.0
191-L-219,2019-03-25,2019,3,LIMERICK,TOYOTA,COROLLA,SALOON,RED,B,28570.0
201-G-278,2020-06-01,2020,1,GALWAY,MERCEDES,C-CLASS,ESTATE,WHITE,B,44719.0
201-G-1034,2019-03-01,2019,1,GALWAY,BMW,3 SERIES,SALOON,RED,B,62591.0
182-D-4578,2018-07-16,2018,7,GALWAY,MAZDA,MAZDA6,SALOON,SILVER,B,46583.0
181-L-4654,2018-03-20,2018,3,LIMERICK,TOYOTA,COROLLA,HATCHBACK,SILVER,B,27668.0
201-G-3438,2020-03-14,2020,3,GALWAY,BMW,3 SERIES,SALOON,ORANGE,B,63573.0
201-D-1016,2019-02-01,2019,1,DUBLIN,AUDI,A6,ESTATE,WHITE,C,63178.0
201-W-419,2020-03-25,2020,3,GALWAY,TOYOTA,COROLLA,SALOON,WHITE,B,30736.0
191-W-2217,2019-02-04,2019,4,WATERFORD,AUDI,Q3,SUV,RED,B,53418.0
202-C-1240,2019-01-08,2019,8,CORK,OPEL,ASTRA,ESTATE,SILVER,B,26410.0
191-C-223,2019-05-15,2019,5,CORK,MERCEDES,A-CLASS,HATCHBACK,WHITE,B,37345.0
192-D-1482,2019-03-07,2019,7,GALWAY,BMW,2 SERIES,COUPE,BLUE,B,54210.0
202-D-3561,2020-07-13,2020,7,DUBLIN,BMW,3 SERIES,ESTATE,SILVER,B,62815.0
201-D-4550,2020-01-26,2020,1,DUBLIN,TOYOTA,COROLLA,SALOON,RED,B,30009.0
181-C-468,2018-02-18,2018,2,CORK,AUDI,A4,SALOON,WHITE,B,56416.0
201-D-1864,2020-11-01,2020,1,GALWAY,BMW,3 SERIES,SALOON,BLUE,B,46561.0
191-G-4277,2019-10-01,2019,1,GALWAY,TOYOTA,COROLLA,HATCHBACK,WHITE,B,28426.0
192-D-2729,2019-11-07,2019,7,GALWAY,MAZDA,MAZDA6,SALOON,RED,B,39422.0
202-D-1247,2020-09-25,2020,9,DUBLIN,TOYOTA,PRIUS,HATCHBACK,SILVER,B,34927.0
201-G-2708,2020-01-23,2020,1,GALWAY,AUDI,Q3,SUV,WHITE,B,40766.0
201-D-3796,2020-01-05,2020,5,DUBLIN,TOYOTA,COROLLA,SALOON,SILVER,B,30127.0
