car_reg,purchase_date,county,make,model,type,colour,tax_band,price
XXX-X-810,2018-07-20,Dublin,Opel : Astra (Hatchback),,,red,a,32991
181-D-2719,2018-Jan-05,Dublin,opel,grandland x : suv,,<colour>Orange</colour>,B,50411
182-C-586,2018-Aug-14,,mazda,MAZDA3,Hatchback,#0000FF,B,30271
191-W-3886,2019-Mar-23,,Mazda,Mazda3,Hatchback,Orange,B,34231
XXX-X-3713,2018-07-10,Waterford,Opel : Insignia (Hatchback),,,white,b,38007
201-D-2021,2020-Jan-09,,Mercedes,C-Class,Estate,Blue,B,53027
201-G-654,2020-Mar-18,,opel,INSIGNIA,Hatchback,#FF0000,B,37698
201-c-1116,27 Jan,CORK,Opel : Insignia,,Hatchback,WHITE,2,28430
201-g-3100,04 Feb,GALWAY,Ford : Mondeo,,Saloon,SILVER,2,37668
181-D-4771,2018-Jan-24,Dublin,mercedes,a-class : hatchback,,<colour>Red</colour>,B,62826
XXX-X-1416,2020-08-19,Dublin,Ford : Mondeo (Hatchback),,,white,b,38245
201-L-2640,2020-Feb-05,,Toyota,Yaris,Hatchback,White,A,19908
XXX-X-4405,2020-01-02,Limerick,Toyota : Corolla (Saloon),,,silver,b,31876
181-d-1254,03 May,DUBLIN,Opel : Astra,,Estate,WHITE,2,26122
181-D-4625,2018-Mar-22,,Audi,A4,Saloon,Blue,B,43854
192-g-3360,01 Jul,GALWAY,Mazda : CX-30,,SUV,RED,2,42408
191-L-2910,2019-Jan-23,,bmw,2 SERIES,Coupe,#FF0000,B,44439
181-D-1646,2018-Jan-02,,Mazda,CX-30,SUV,White,B,33160
191-D-4912,2019-Jan-19,,Toyota,Rav4,SUV,Silver,B,44932
192-D-4109,2019-Aug-20,Dublin,toyota,corolla : saloon,,<colour>Blue</colour>,B,31639
182-D-4412,2018-Jul-17,,Audi,A4,Saloon,White,B,51550
182-c-1236,01 Oct,CORK,Toyota : Corolla,,Hatchback,WHITE,2,32685
XXX-X-3487,2020-01-07,Dublin,Audi : A4 (Estate),,,blue,b,50297
201-C-86,2020-Jan-01,Cork,toyota,corolla : saloon,,<colour>Blue</colour>,B,29349
XXX-X-2377,2019-07-06,Cork,Mercedes : C-Class (Estate),,,silver,b,122691
192-c-4885,15 Jul,CORK,Mazda : Mazda3,,Saloon,SILVER,2,33325
202-D-111,2020-Jul-25,Dublin,toyota,prius : hatchback,,<colour>Blue</colour>,B,35560
201-C-1420,2020-Jan-04,,audi,A4,Estate,#0000FF,B,50476
201-L-1157,2020-Apr-04,Limerick,toyota,corolla : hatchback,,<colour>White</colour>,B,29953
192-G-2859,2019-Sep-24,,opel,INSIGNIA,Hatchback,#FFFFFF,B,31490
191-c-3480,03 May,CORK,Ford : Fiesta,,Hatchback,BLUE,1,19040
201-d-2812,14 Apr,DUBLIN,Mercedes : C-Class,,Estate,BLUE,2,94795
XXX-X-625,2020-02-21,Dublin,Toyota : Yaris (Hatchback),,,silver,a,19933
191-C-114,2019-Jan-02,,BMW,2 series,Coupe,Blue,B,102740
XXX-X-3264,2019-05-22,Waterford,Ford : Fiesta (Hatchback),,,blue,a,22911
191-D-4150,2019-Jan-17,Dublin,ford,focus : estate,,<colour>Red</colour>,A,35995
201-W-4705,2020-Jan-04,,mazda,MAZDA3,Hatchback,#FFFFFF,B,36602
XXX-X-3981,2018-01-13,Galway,Toyota : Prius (Hatchback),,,silver,b,35723
XXX-X-4817,2019-02-24,Limerick,Opel : Crossland X (SUV),,,orange,a,24940
192-c-441,19 Jul,CORK,Toyota : Rav4,,SUV,WHITE,2,37530
XXX-X-3545,2018-07-15,Dublin,Mazda : Mazda3 (Hatchback),,,orange,b,31323
191-c-15,20 Mar,CORK,Ford : Focus,,Estate,SILVER,1,30530
XXX-X-3811,2019-04-13,Cork,Mercedes : A-Class (Saloon),,,blue,b,60233
201-D-1991,2020-Jan-18,Dublin,opel,crossland x : suv,,<colour>Silver</colour>,A,22819
191-D-4761,2019-Apr-26,,mercedes,GLC-CLASS,SUV,#FFFFFF,C,93957
181-L-3575,2018-Mar-06,,Opel,Astra,Hatchback,White,A,26795
191-w-282,23 Mar,WATERFORD,BMW : 3 Series,,Saloon,RED,2,69444
XXX-X-2266,2020-02-20,Waterford,Ford : Mustang (Coupe),,,white,c,68176
202-C-3441,2020-Nov-24,,Audi,A4,Estate,White,B,46429
191-C-2392,2019-Jan-27,,opel,ASTRA,Estate,#C0C0C0,B,27597
191-D-3697,2019-Mar-11,,Mazda,Mazda6,Estate,Silver,B,36013
181-D-2200,2018-Mar-24,Dublin,opel,insignia : hatchback,,<colour>White</colour>,B,34976
192-c-1159,10 Jul,CORK,BMW : X3,,SUV,RED,3,107545
201-G-2173,2020-Mar-04,,ford,MUSTANG,Coupe,#0000FF,C,55395
191-g-2336,11 Jan,GALWAY,Audi : A6,,Estate,WHITE,3,92661
201-L-2435,2020-Jan-27,,Mazda,Mazda3,Hatchback,Orange,B,30748
191-D-927,2019-Jan-27,,Mercedes,C-Class,Estate,White,B,58283
XXX-X-714,2020-07-26,Dublin,Mazda : Mazda6 (Estate),,,blue,b,35917
XXX-X-1200,2019-03-23,Cork,Toyota : Prius (Hatchback),,,blue,b,34309
XXX-X-2449,2018-02-11,Galway,Toyota : Yaris (Hatchback),,,white,a,18948
192-l-4098,25 Oct,LIMERICK,Mazda : CX-30,,SUV,RED,2,30932
181-D-2544,2018-Jan-24,,audi,A6,Saloon,#FFA500,C,55816
XXX-X-2643,2020-03-15,Galway,Audi : A4 (Saloon),,,white,b,53724
201-D-3462,2020-Jan-20,Dublin,opel,corsa : hatchback,,<colour>Red</colour>,A,24917
201-D-4919,2020-Mar-27,,BMW,X3,SUV,Red,C,95782
182-c-1162,06 Jul,CORK,BMW : 3 Series,,Hatchback,WHITE,3,57795
XXX-X-3808,2020-01-03,Dublin,BMW : X3 (SUV),,,red,c,69147
XXX-X-3092,2020-01-04,Dublin,Toyota : Camery (Saloon),,,white,b,40059
192-d-2138,19 Jul,DUBLIN,Opel : Grandland X,,SUV,BLUE,2,40850
191-L-504,2019-Mar-21,,Toyota,Prius,Hatchback,Blue,B,35091
191-D-1253,2019-Jan-24,,ford,FIESTA,Hatchback,#FF0000,A,25937
201-d-607,10 Feb,DUBLIN,Audi : A4,,Saloon,BLUE,2,56006
201-l-1186,25 Jan,LIMERICK,BMW : 3 Series,,Hatchback,WHITE,3,55957
XXX-X-3032,2020-03-07,Galway,Ford : Mondeo (Saloon),,,silver,b,37782
202-G-931,2020-Jul-20,,Mazda,CX-5,SUV,Silver,B,30123
XXX-X-3763,2018-01-08,Waterford,Ford : Fiesta (Hatchback),,,silver,a,20660
XXX-X-95,2018-05-09,Cork,Mercedes : GLC-Class (SUV),,,white,c,102989
XXX-X-3346,2020-04-06,Cork,Audi : A4 (Saloon),,,blue,b,50861
192-d-4595,27 Jul,DUBLIN,BMW : 3 Series,,Hatchback,WHITE,3,50164
XXX-X-2062,2019-01-27,Limerick,Toyota : Prius (Hatchback),,,white,b,34409
192-D-3750,2019-Aug-20,,Toyota,Rav4,SUV,Orange,B,43432
XXX-X-2194,2020-03-26,Waterford,Opel : Astra (Hatchback),,,silver,a,24517
181-D-155,2018-Apr-19,,Opel,Astra,Hatchback,Blue,A,26618
192-d-3850,22 Jul,DUBLIN,Mercedes : C-Class,,Estate,WHITE,2,76756
XXX-X-1315,2019-05-26,Dublin,Toyota : Rav4 (SUV),,,white,b,36653
181-D-336,2018-Feb-11,Dublin,bmw,3 series : estate,,<colour>White</colour>,B,58702
202-D-4551,2020-Jul-05,Dublin,bmw,3 series : saloon,,<colour>White</colour>,B,68712
XXX-X-2996,2020-04-07,Dublin,Toyota : Rav4 (SUV),,,white,b,41190
182-C-2419,2018-Jul-25,,Ford,Mustang,Coupe,Red,C,50704
XXX-X-1676,2018-03-05,Dublin,Ford : Mustang (Coupe),,,white,c,62430
182-L-4202,2018-Jul-16,,Mazda,CX-30,SUV,Red,B,41458
182-D-182,2018-Jul-05,,Opel,Corsa,Hatchback,White,A,17017
192-W-3672,2019-Jul-05,Waterford,toyota,rav4 : suv,,<colour>Red</colour>,B,37445
XXX-X-2486,2019-01-06,Cork,Mercedes : C-Class (Saloon),,,white,b,49996
201-w-2474,18 Mar,WATERFORD,Audi : Q3,,SUV,BLUE,2,44976
191-C-4693,2019-Mar-02,Cork,bmw,3 series : saloon,,<colour>White</colour>,B,67492
201-c-2034,24 Mar,CORK,Mercedes : A-Class,,Saloon,SILVER,2,53969
192-L-1116,2019-Oct-12,,mazda,CX-30,SUV,#FF0000,B,35220
XXX-X-436,2019-01-07,Dublin,Toyota : Corolla (Saloon),,,silver,b,28750
182-d-1302,19 Jul,DUBLIN,Mazda : Mazda3,,Hatchback,WHITE,2,30241
191-L-3154,2019-Jan-01,Limerick,toyota,corolla : hatchback,,<colour>Red</colour>,B,27994
192-C-509,2019-Jul-06,,audi,A4,Saloon,#0000FF,B,43131
202-D-4891,2020-Jul-12,Dublin,mazda,mazda6 : estate,,<colour>Red</colour>,B,42181
181-d-3852,08 Jan,DUBLIN,Toyota : Prius,,Hatchback,WHITE,2,35220
191-c-1948,06 Jan,CORK,Opel : Astra,,Hatchback,RED,1,31096
XXX-X-4536,2018-07-01,Dublin,Mazda : Mazda6 (Saloon),,,blue,b,37565
XXX-X-4465,2019-06-27,Limerick,Opel : Corsa (Hatchback),,,blue,a,23320
201-C-4282,2020-Feb-21,Cork,bmw,x3 : suv,,<colour>White</colour>,C,118672
181-C-4812,2018-May-05,Cork,bmw,3 series : estate,,<colour>Blue</colour>,B,62231
191-C-2577,2019-Jan-05,Cork,ford,mondeo : saloon,,<colour>White</colour>,B,34033
XXX-X-3023,2020-03-06,Cork,Mazda : Mazda3 (Hatchback),,,silver,b,35134
191-l-4812,21 Jan,LIMERICK,Mazda : Mazda6,,Saloon,RED,2,33184
201-C-2658,2020-Jan-09,Cork,opel,insignia : hatchback,,<colour>Blue</colour>,B,34627
201-c-4975,09 Jan,CORK,Audi : A4,,Saloon,WHITE,2,45980
202-L-1415,2020-Jul-08,,audi,A4,Estate,#FFFFFF,B,51000
201-C-2278,2020-Jan-19,,Toyota,Corolla,Saloon,Red,B,31486
181-C-206,2018-Feb-06,,Opel,Grandland X,SUV,White,B,49980
202-d-3274,12 Jul,DUBLIN,Audi : A4,,Saloon,RED,2,48837
181-d-2417,09 Jan,DUBLIN,Opel : Crossland X,,SUV,WHITE,1,23477
191-D-2693,2019-Mar-16,Dublin,audi,a4 : saloon,,<colour>White</colour>,B,49570
201-c-96,27 Feb,CORK,Ford : Fiesta,,Hatchback,WHITE,1,23056
191-d-2517,20 Apr,DUBLIN,Toyota : Corolla,,Saloon,WHITE,2,29307
182-D-2730,2018-Jul-11,Dublin,toyota,camery : saloon,,<colour>Blue</colour>,B,41191
191-D-1330,2019-Jan-19,Dublin,bmw,7 series : saloon,,<colour>Orange</colour>,D,111217
181-w-4461,27 May,WATERFORD,Mercedes : C-Class,,Saloon,RED,2,114855
201-l-4434,24 Mar,LIMERICK,Opel : Insignia,,Hatchback,RED,2,28837
191-d-2594,02 Jan,DUBLIN,Ford : Kuga,,SUV,SILVER,2,34582
201-G-2874,2020-Feb-05,Galway,mazda,cx-30 : suv,,<colour>Red</colour>,B,33003
182-G-1001,2018-Jul-05,,Opel,Grandland X,SUV,White,B,51707
XXX-X-4670,2019-03-20,Cork,Mercedes : GLC-Class (SUV),,,silver,c,93719
192-D-3434,2019-Jul-27,,Opel,Corsa,Hatchback,Blue,A,21461
192-D-653,2019-Jul-02,,audi,A4,Saloon,#C0C0C0,B,50166
202-c-4807,02 Jul,CORK,Audi : A4,,Saloon,WHITE,2,53948
181-d-2453,20 Feb,DUBLIN,BMW : 3 Series,,Hatchback,BLUE,3,55283
192-d-4126,03 Jul,DUBLIN,Mazda : Mazda6,,Estate,WHITE,2,40832
201-L-573,2020-Jan-13,,Mercedes,C-Class,Estate,Silver,B,115807
XXX-X-951,2020-05-11,Dublin,Mercedes : GLC-Class (SUV),,,white,c,94306
181-C-1615,2018-Mar-16,,Mercedes,GLC-Class,SUV,Blue,C,98683
XXX-X-4436,2018-07-10,Limerick,Opel : Corsa (Hatchback),,,white,a,22258
XXX-X-4461,2020-03-07,Dublin,Toyota : Yaris (Hatchback),,,white,a,15412
181-D-3753,2018-Mar-16,Dublin,opel,astra : hatchback,,<colour>Red</colour>,A,32128
201-d-619,20 Jan,DUBLIN,Mazda : Mazda6,,Saloon,RED,2,35604
181-D-1032,2018-Jan-05,Dublin,mazda,cx-30 : suv,,<colour>Red</colour>,B,29277
202-d-465,01 Jul,DUBLIN,Audi : Q7,,SUV,BLUE,4,95138
182-G-3424,2018-Aug-24,,opel,CORSA,Hatchback,#FF0000,A,24268
192-L-1813,2019-Sep-18,,BMW,3 Series,Estate,White,B,70019
181-C-2625,2018-Mar-16,,Mazda,Mazda3,Hatchback,Red,B,32809
181-d-2059,20 Mar,DUBLIN,BMW : 5 Series,,Estate,RED,3,70184
182-D-2617,2018-Aug-12,,opel,ASTRA,Hatchback,#FFA500,A,26862
XXX-X-1308,2019-02-01,Limerick,Mazda : CX-5 (SUV),,,red,b,39367
201-D-2820,2020-Jan-05,,Audi,Q3,SUV,White,B,51842
XXX-X-1378,2018-03-02,Galway,Ford : Fiesta (Hatchback),,,silver,a,29163
181-D-2474,2018-Jan-27,,Ford,Focus,Hatchback,Silver,A,42047
181-d-1652,19 Mar,DUBLIN,Ford : Fiesta,,Hatchback,BLUE,1,29610
192-D-1678,2019-Oct-25,Dublin,audi,a6 : estate,,<colour>Red</colour>,C,64497
191-G-1359,2019-May-27,Galway,mercedes,amg-gt : hatchback,,<colour>Silver</colour>,D,201149
201-d-2733,02 Feb,DUBLIN,Toyota : Rav4,,SUV,RED,2,36988
181-W-128,2018-Feb-27,,ford,FIESTA,Hatchback,#FFFFFF,A,20043
XXX-X-53,2018-02-07,Limerick,Opel : Corsa (Hatchback),,,silver,a,24591
XXX-X-3898,2020-03-27,Limerick,Ford : Mondeo (Saloon),,,red,b,36180
201-D-2698,2020-May-11,Dublin,ford,kuga : suv,,<colour>Red</colour>,B,37861
181-W-290,2018-Jan-22,,bmw,3 SERIES,Estate,#FFFFFF,B,61951
XXX-X-4660,2020-03-07,Galway,Ford : Kuga (SUV),,,red,b,36149
181-g-4717,13 Jan,GALWAY,Opel : Grandland X,,SUV,RED,2,31582
201-C-146,2020-Jan-04,,Opel,Insignia,Hatchback,White,B,32180
XXX-X-3315,2020-07-04,Galway,Toyota : Prius (Hatchback),,,blue,b,36426
181-c-4226,12 Feb,CORK,Mazda : Mazda6,,Saloon,WHITE,2,45503
191-c-2302,08 Mar,CORK,Audi : A4,,Saloon,RED,2,52320
XXX-X-1546,2020-03-13,Dublin,Opel : Crossland X (SUV),,,white,a,22814
191-C-240,2019-Mar-05,,opel,GRANDLAND X,SUV,#FFFFFF,B,37083
182-d-1031,25 Jul,DUBLIN,Ford : Mustang,,Coupe,WHITE,3,65367
191-d-1752,09 Mar,DUBLIN,Toyota : Camery,,Saloon,BLUE,2,42641
XXX-X-153,2020-03-10,Cork,Opel : Insignia (Hatchback),,,white,b,29741
191-d-3961,08 Apr,DUBLIN,Ford : Focus,,Estate,WHITE,1,41402
191-D-228,2019-Jan-09,Dublin,mercedes,glc-class : suv,,<colour>Silver</colour>,C,132184
191-L-219,2019-Mar-25,Limerick,toyota,corolla : saloon,,<colour>Red</colour>,B,28570
201-G-278,2020-Jan-06,Galway,mercedes,c-class : estate,,<colour>White</colour>,B,44719
XXX-X-1034,2019-01-03,Galway,BMW : 3 Series (Saloon),,,red,b,62591
182-D-4578,2018-Jul-16,,Mazda,Mazda6,Saloon,Silver,B,46583
181-l-4654,20 Mar,LIMERICK,Toyota : Corolla,,Hatchback,SILVER,2,27668
201-g-3438,14 Mar,GALWAY,BMW : 3 Series,,Saloon,ORANGE,2,63573
XXX-X-1016,2019-01-02,Dublin,Audi : A6 (Estate),,,white,c,63178
201-W-419,2020-Mar-25,,Toyota,Corolla,Saloon,White,B,30736
191-w-2217,02 Apr,WATERFORD,Audi : Q3,,SUV,RED,2,53418
XXX-X-1240,2019-08-01,Cork,Opel : Astra (Estate),,,silver,b,26410
191-C-223,2019-May-15,Cork,mercedes,a-class : hatchback,,<colour>White</colour>,B,37345
192-D-1482,2019-Jul-03,,BMW,2 series,Coupe,Blue,B,54210
202-D-3561,2020-Jul-13,Dublin,bmw,3 series : estate,,<colour>Silver</colour>,B,62815
XXX-X-4550,2020-01-26,Dublin,Toyota : Corolla (Saloon),,,red,b,30009
181-C-468,2018-Feb-18,Cork,audi,a4 : saloon,,<colour>White</colour>,B,56416
201-D-1864,2020-Jan-11,,BMW,3 Series,Saloon,Blue,B,46561
191-G-4277,2019-Jan-10,,Toyota,Corolla,Hatchback,White,B,28426
192-D-2729,2019-Jul-11,,mazda,MAZDA6,Saloon,#FF0000,B,39422
XXX-X-1247,2020-09-25,Dublin,Toyota : Prius (Hatchback),,,silver,b,34927
201-g-2708,23 Jan,GALWAY,Audi : Q3,,SUV,WHITE,2,40766
201-d-3796,01 May,DUBLIN,Toyota : Corolla,,Saloon,SILVER,2,30127
181-W-3483,2018-Jan-04,Waterford,opel,insignia : hatchback,,<colour>White</colour>,B,31290
XXX-X-3776,2018-02-14,Dublin,Mazda : Mazda3 (Saloon),,,orange,b,33654
202-D-1776,2020-Aug-05,Dublin,ford,focus : hatchback,,<colour>Silver</colour>,A,34163
181-W-260,2018-Jan-19,Waterford,mazda,cx-30 : suv,,<colour>Blue</colour>,B,41402
191-L-1202,2019-Jan-15,,Toyota,Rav4,SUV,Blue,B,48877
XXX-X-4530,2018-01-04,Dublin,Audi : A6 (Saloon),,,white,c,89622
191-C-345,2019-Mar-07,Cork,toyota,prius : hatchback,,<colour>Red</colour>,B,35163
201-d-746,20 May,DUBLIN,BMW : 3 Series,,Saloon,WHITE,2,66162
191-D-3484,2019-Jan-04,Dublin,mazda,cx-5 : suv,,<colour>White</colour>,B,51533
XXX-X-4617,2018-04-24,Galway,Toyota : Camery (Saloon),,,blue,b,40002
202-W-2729,2020-Jul-01,,Ford,Mondeo,Saloon,Red,B,35430
192-D-2298,2019-Jul-07,,Ford,Focus,Hatchback,White,A,38006
XXX-X-2456,2020-01-02,Galway,Toyota : Yaris (Hatchback),,,orange,a,17548
XXX-X-3293,2018-03-17,Dublin,Audi : A4 (Estate),,,white,b,46354
182-D-4886,2018-Jul-09,,Opel,Corsa,Hatchback,Blue,A,19211
192-C-3966,2019-Oct-24,,toyota,YARIS,Hatchback,#0000FF,A,18546
181-D-1667,2018-Jan-25,Dublin,mercedes,a-class : hatchback,,<colour>Silver</colour>,B,60345
XXX-X-809,2020-01-09,Dublin,BMW : 3 Series (Estate),,,silver,b,64177
201-D-1527,2020-Jan-01,,Opel,Corsa,Hatchback,Blue,A,22966
192-g-3604,24 Jul,GALWAY,Toyota : Rav4,,SUV,WHITE,2,44138
201-D-3271,2020-Feb-18,,BMW,2 series,Coupe,Silver,B,102835
181-W-4717,2018-Mar-09,Waterford,mercedes,c-class : saloon,,<colour>White</colour>,B,69282
XXX-X-3703,2019-01-07,Cork,Opel : Grandland X (SUV),,,white,b,47465
XXX-X-4741,2018-02-19,Waterford,BMW : 3 Series (Hatchback),,,silver,c,62351
181-l-733,04 Mar,LIMERICK,Mazda : CX-30,,SUV,WHITE,2,38019
XXX-X-1725,2018-07-22,Dublin,Audi : A4 (Saloon),,,white,b,47095
181-d-1598,13 Feb,DUBLIN,Toyota : Corolla,,Saloon,RED,2,31182
191-l-539,25 Jan,LIMERICK,Audi : A4,,Estate,RED,2,47526
191-D-761,2019-Mar-20,,Opel,Insignia,Hatchback,Red,B,37330
191-L-2189,2019-Feb-12,,Mazda,Mazda3,Saloon,Silver,B,31999
182-C-4836,2018-Jul-10,Cork,mercedes,a-class : hatchback,,<colour>Red</colour>,B,45618
201-L-2286,2020-Mar-06,Limerick,audi,a6 : saloon,,<colour>Blue</colour>,C,69935
201-D-1578,2020-Feb-15,,ford,MONDEO,Hatchback,#0000FF,B,31628
192-w-650,03 Jul,WATERFORD,Ford : Mondeo,,Saloon,WHITE,2,36692
182-c-1746,14 Aug,CORK,Mazda : Mazda3,,Hatchback,WHITE,2,36894
181-D-566,2018-Jan-24,,Mazda,CX-5,SUV,Blue,B,45971
XXX-X-3599,2019-01-06,Galway,Mercedes : GLC-Class (SUV),,,blue,c,90519
XXX-X-3961,2019-02-04,Limerick,Toyota : Prius (Hatchback),,,white,b,34935
182-D-2275,2018-Aug-02,,Ford,Mondeo,Saloon,Red,B,39958
191-D-694,2019-May-19,,Toyota,Corolla,Hatchback,White,B,30364
181-D-4991,2018-Feb-17,Dublin,opel,crossland x : suv,,<colour>Red</colour>,A,27775
181-C-1144,2018-Jan-14,,Mazda,CX-30,SUV,Blue,B,29396
XXX-X-1930,2020-01-04,Dublin,Toyota : Prius (Hatchback),,,white,b,34867
182-d-2727,03 Jul,DUBLIN,Ford : Mondeo,,Hatchback,BLUE,2,32174
201-l-1872,20 Jan,LIMERICK,BMW : 7 Series,,Saloon,WHITE,4,197539
XXX-X-3101,2018-07-20,Cork,BMW : 3 Series (Hatchback),,,silver,c,66293
201-G-4350,2020-May-27,,toyota,PRIUS,Hatchback,#C0C0C0,B,35116
XXX-X-4576,2018-02-23,Dublin,Opel : Crossland X (SUV),,,white,a,22542
181-w-348,26 Apr,WATERFORD,Toyota : Prius,,Hatchback,BLUE,2,36683
XXX-X-4175,2018-07-10,Limerick,Toyota : Corolla (Hatchback),,,white,b,28774
202-d-1206,24 Aug,DUBLIN,Toyota : Corolla,,Saloon,WHITE,2,30716
XXX-X-1728,2018-05-27,Cork,Mercedes : A-Class (Saloon),,,silver,b,62153
182-D-1163,2018-Jul-20,,Ford,Mondeo,Saloon,Red,B,36896
XXX-X-4549,2018-01-24,Limerick,Audi : Q3 (SUV),,,blue,b,51040
192-L-4473,2019-Jul-08,,Ford,Focus,Estate,White,A,41781
181-g-506,11 Jan,GALWAY,BMW : 2 series,,Coupe,RED,2,75492
191-d-1700,09 Feb,DUBLIN,Mercedes : C-Class,,Estate,BLUE,2,99100
182-d-3968,22 Jul,DUBLIN,Ford : Mondeo,,Saloon,RED,2,37276
191-G-2812,2019-Feb-15,Galway,toyota,prius : hatchback,,<colour>Blue</colour>,B,36837
181-D-3653,2018-Feb-21,,Mercedes,A-Class,Saloon,Blue,B,55786
191-d-4516,19 Jan,DUBLIN,Opel : Crossland X,,SUV,WHITE,1,22722
XXX-X-2478,2018-08-27,Waterford,Toyota : Yaris (Hatchback),,,silver,a,17030
202-D-2696,2020-Jul-15,Dublin,ford,focus : estate,,<colour>Blue</colour>,A,35610
192-l-984,16 Sep,LIMERICK,BMW : 3 Series,,Estate,WHITE,2,67846
181-W-4167,2018-Jan-03,,Ford,Mustang,Coupe,Silver,C,60755
192-g-3122,01 Jul,GALWAY,Ford : Mondeo,,Saloon,WHITE,2,39042
201-W-1033,2020-Feb-20,,opel,ASTRA,Estate,#C0C0C0,B,26666
201-d-351,27 Feb,DUBLIN,Opel : Astra,,Hatchback,BLUE,1,32259
191-c-589,07 Jan,CORK,Ford : Fiesta,,Hatchback,ORANGE,1,25543
XXX-X-56,2019-02-02,Limerick,Toyota : Corolla (Saloon),,,blue,b,30289
182-W-2333,2018-Jul-23,,toyota,PRIUS,Hatchback,#FF0000,B,36617
181-d-3266,20 Jan,DUBLIN,Ford : Mondeo,,Saloon,BLUE,2,38368
192-d-4196,14 Jul,DUBLIN,Opel : Insignia,,Hatchback,BLUE,2,32457
201-D-182,2020-Jan-10,,BMW,X3,SUV,Red,C,80645
XXX-X-2617,2019-07-19,Cork,BMW : 3 Series (Saloon),,,silver,b,55236
191-L-4459,2019-Feb-04,,Opel,Astra,Estate,White,B,26703
191-C-541,2019-Mar-26,,Ford,Focus,Estate,Blue,A,40564
191-d-698,20 Jan,DUBLIN,Mercedes : A-Class,,Saloon,WHITE,2,58976
XXX-X-3053,2019-07-14,Dublin,Mazda : CX-30 (SUV),,,white,b,32694
181-D-2650,2018-Jan-10,,Opel,Insignia,Hatchback,Silver,B,34797
XXX-X-3579,2019-04-15,Dublin,Opel : Corsa (Hatchback),,,white,a,18843
XXX-X-3660,2019-03-18,Cork,BMW : 5 Series (Estate),,,silver,c,66465
XXX-X-36,2020-07-26,Dublin,Opel : Astra (Hatchback),,,red,a,29077
192-c-1334,03 Oct,CORK,Opel : Grandland X,,SUV,BLUE,2,36406
202-W-4956,2020-Aug-05,,Opel,Insignia,Hatchback,White,B,28783
XXX-X-4831,2019-03-12,Galway,Opel : Astra (Hatchback),,,red,a,26013
201-D-1720,2020-May-02,,bmw,2 SERIES,Coupe,#0000FF,B,121490
191-D-4744,2019-Jan-07,,Mazda,Mazda6,Estate,White,B,43838
XXX-X-2348,2019-02-07,Limerick,Mazda : Mazda6 (Saloon),,,white,b,44068
192-G-97,2019-Nov-10,Galway,opel,astra : hatchback,,<colour>White</colour>,A,30749
XXX-X-2987,2020-02-05,Dublin,Mazda : Mazda3 (Hatchback),,,white,b,34250
XXX-X-361,2019-04-01,Dublin,Opel : Insignia (Hatchback),,,blue,b,30178
191-D-4441,2019-Jan-16,Dublin,mazda,mazda3 : saloon,,<colour>Red</colour>,B,30046
XXX-X-2950,2018-01-22,Dublin,Toyota : Prius (Hatchback),,,white,b,35035
191-d-3755,06 Jan,DUBLIN,Mazda : Mazda3,,Saloon,BLUE,2,36809
181-D-3674,2018-Feb-15,,Audi,A6,Estate,Red,C,77435
202-d-2448,18 Sep,DUBLIN,Toyota : Rav4,,SUV,RED,2,40555
181-l-1975,22 Jan,LIMERICK,Opel : Astra,,Estate,WHITE,2,25573
192-w-2877,02 Aug,WATERFORD,Toyota : Camery,,Saloon,SILVER,2,40744
XXX-X-1780,2019-03-22,Dublin,Audi : A6 (Estate),,,blue,c,73863
181-g-2688,26 Jan,GALWAY,BMW : 3 Series,,Estate,SILVER,2,71952
182-W-3584,2018-Jul-04,Waterford,toyota,yaris : hatchback,,<colour>White</colour>,A,16759
XXX-X-1502,2019-03-26,Dublin,Mazda : CX-5 (SUV),,,silver,b,46935
181-l-1102,17 Feb,LIMERICK,BMW : 3 Series,,Hatchback,RED,3,69194
XXX-X-839,2020-01-05,Dublin,Toyota : Rav4 (SUV),,,silver,b,47360
192-g-4359,20 Sep,GALWAY,Audi : A4,,Saloon,BLUE,2,54391
XXX-X-2753,2019-03-20,Limerick,Mercedes : A-Class (Hatchback),,,white,b,44429
XXX-X-2970,2019-05-02,Dublin,Mercedes : C-Class (Saloon),,,white,b,94826
201-D-3390,2020-Jan-21,,Toyota,Yaris,Hatchback,Blue,A,16071
XXX-X-4925,2019-07-03,Dublin,Toyota : Yaris (Hatchback),,,white,a,18639
182-C-3771,2018-Jul-13,,Ford,Fiesta,Hatchback,Blue,A,25275
191-C-3548,2019-Mar-20,Cork,mercedes,a-class : hatchback,,<colour>Red</colour>,B,62243
XXX-X-3381,2020-02-10,Cork,Ford : Mondeo (Hatchback),,,white,b,35525
XXX-X-4079,2019-08-05,Galway,Ford : Fiesta (Hatchback),,,silver,a,24632
201-G-600,2020-Jan-22,,Mercedes,C-Class,Saloon,White,B,50875
202-D-3309,2020-Nov-19,,Mazda,Mazda6,Saloon,Silver,B,44101
201-C-3054,2020-Jan-03,,Mazda,Mazda6,Saloon,Red,B,45554
XXX-X-1849,2020-02-25,Limerick,Mazda : Mazda3 (Saloon),,,white,b,32080
191-L-1613,2019-Apr-08,,BMW,3 Series,Estate,White,B,60754
XXX-X-2438,2020-03-10,Cork,Audi : Q7 (SUV),,,silver,d,92945
202-D-485,2020-Oct-18,Dublin,opel,astra : estate,,<colour>Red</colour>,B,28124
